customer_id,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,revenue_after_freight,margin_percentage
c7ee141f107fca51fbb68394f0b5d36a,ff93068c56794ba8c461ad31ffa31076,delivered,2018-02-17T01:19:30.000Z,2018-02-17T02:07:36.000Z,2018-02-26T19:10:16.000Z,2018-03-08T18:38:48.000Z,2018-03-22T00:00:00.000Z,1,d05f6ff12fe26d165338b1d182b4a7f3,113e3a788b935f48aad63e1c41dac1bd,2018-02-26T01:07:36.000Z,14.4,15.1,349213626baf19f06cb9d8ec5a203350,85260,manoel ribas,PR,-0.6999999999999993,-4.861111111111106
dd433e8edcb748653739108e2aaccb7c,252ccbf5764c53809f99daee8815db09,delivered,2018-06-22T19:23:38.000Z,2018-06-22T19:38:35.000Z,2018-06-27T06:22:00.000Z,2018-07-03T07:36:31.000Z,2018-07-17T00:00:00.000Z,1,cadb69af336c16aba5c5223599821245,8b321bb669392f5163d04c59e235e066,2018-06-26T19:38:35.000Z,13.65,15.23,9f6b3a62b9aac77da19e7328f297ef9a,24230,niteroi,RJ,-1.58,-11.575091575091575
d57230d9d905c3efa3f8d07284c69167,793b7a8a6150d038052487e8a2af52ec,delivered,2017-06-22T18:32:32.000Z,2017-06-22T18:42:44.000Z,2017-06-29T12:38:02.000Z,2017-07-07T18:03:06.000Z,2017-07-14T00:00:00.000Z,2,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,2017-06-28T18:42:44.000Z,10.9,15.1,11dabe1669e29dba5a0874caa569be29,38180,araxa,MG,-4.199999999999999,-38.53211009174311
d57230d9d905c3efa3f8d07284c69167,793b7a8a6150d038052487e8a2af52ec,delivered,2017-06-22T18:32:32.000Z,2017-06-22T18:42:44.000Z,2017-06-29T12:38:02.000Z,2017-07-07T18:03:06.000Z,2017-07-14T00:00:00.000Z,1,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,2017-06-28T18:42:44.000Z,10.9,15.1,11dabe1669e29dba5a0874caa569be29,38180,araxa,MG,-4.199999999999999,-38.53211009174311
264a54d065d7a43fa179aac655c854e6,e8b6cca7cbf957842422d0dca2d1e577,delivered,2018-06-18T19:51:14.000Z,2018-06-20T03:18:08.000Z,2018-06-20T14:21:00.000Z,2018-07-03T21:48:50.000Z,2018-07-20T00:00:00.000Z,1,bcb73e60afae97b054a92e2a80759091,8b321bb669392f5163d04c59e235e066,2018-06-22T03:18:08.000Z,18.0,37.04,6c8b3da6df016d732f9a1283ca7f5410,63600,senador pompeu,CE,-19.04,-105.77777777777777
8001a46c331af9144942c30dc5b12141,4c48c455b847c7a5d291a519e1e42d28,delivered,2017-12-04T18:58:06.000Z,2017-12-06T18:51:26.000Z,2017-12-11T23:35:35.000Z,2018-01-09T22:25:59.000Z,2018-01-04T00:00:00.000Z,1,3ced865c94d3396f990864fa7aef9104,ea8482cd71df3c1969d7b9473ff13abc,2017-12-12T18:51:26.000Z,24.99,34.15,192469a3c6edc7f642f1ca0f6ede8c0b,64280,campo maior,PI,-9.16,-36.654661864745904
a577e87a5b6d85a43d06f1238ddf0c34,3c2923394ca30af830a14e74ab005b3e,delivered,2018-05-07T23:06:34.000Z,2018-05-08T08:30:15.000Z,2018-05-10T13:45:00.000Z,2018-05-14T23:46:48.000Z,2018-05-22T00:00:00.000Z,1,0705b33fb285827a578fce4899f1b921,318f287a62ab7ac10b703ac37435a231,2018-05-17T08:30:15.000Z,22.5,33.43,7e97186b74933a825912d33faed2b781,5145,sao paulo,SP,-10.93,-48.577777777777776
9a848372d820cd8ddd356f35110c24f7,afa82d070bcac12eae0dd2f73d9debc8,delivered,2017-09-24T21:01:26.000Z,2017-09-24T21:15:09.000Z,2017-09-28T17:29:14.000Z,2017-10-05T08:38:40.000Z,2017-10-17T00:00:00.000Z,1,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,2017-09-28T21:15:09.000Z,10.9,11.85,1189eed4ac5a6e257d5235d6c320c204,6872,itapecerica da serra,SP,-0.9499999999999993,-8.715596330275224
87561e05b144fcf7c4c3d641bd57a479,10dcadee7d291d6dd245b3f85b11fa65,delivered,2018-05-09T08:55:26.000Z,2018-05-09T09:10:50.000Z,2018-05-09T13:49:00.000Z,2018-05-12T18:04:37.000Z,2018-05-24T00:00:00.000Z,1,9f14f401fce2d9ddd450e7ce60cb7f5f,080102cd0a76b09e0dcf55fcacc60e05,2018-05-14T09:10:50.000Z,10.37,13.47,2e45f10be210d348fe972e5150f18ee3,38060,uberaba,MG,-3.1000000000000014,-29.89392478302798
16f8771e0120d9557103d473bc8c4833,ec89f64fa61a8186f474cf0a903fc4fa,delivered,2018-02-10T15:34:07.000Z,2018-02-10T15:48:26.000Z,2018-02-14T20:07:06.000Z,2018-03-06T20:28:56.000Z,2018-03-07T00:00:00.000Z,1,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,2018-02-15T15:48:26.000Z,13.65,14.1,d4d00a249e8abd766afec7be3bf462a4,74953,aparecida de goiania,GO,-0.4499999999999993,-3.296703296703291
26e631854e3a5230d9311f6f17a5a0da,758667794d07a65477e26043b6b75986,delivered,2017-03-10T21:19:05.000Z,2017-03-10T21:19:05.000Z,2017-03-14T17:11:47.000Z,2017-03-21T10:22:18.000Z,2017-03-31T00:00:00.000Z,1,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,2017-03-15T21:19:05.000Z,12.99,14.52,43d24df8fd7f818116fbf626afa5adee,2368,sao paulo,SP,-1.5299999999999994,-11.778290993071588
678613e53fedd1b361741cc7e3cab048,9702b284912de5c57518af9f8220246c,delivered,2018-08-03T00:08:00.000Z,2018-08-04T00:04:07.000Z,2018-08-06T14:51:00.000Z,2018-08-24T15:03:53.000Z,2018-09-14T00:00:00.000Z,1,3a3232c5a8df0895d04012fb058f4bbe,ef506c96320abeedfb894c34db06f478,2018-08-08T00:04:07.000Z,19.9,37.05,a9c4c68a1b20aac9e9a5375b33a8235f,68040,santarem,PA,-17.15,-86.18090452261306
4023882589774ba137fdea0400aa4857,94dccbc39bc2673b3639fc98286c99b0,delivered,2018-01-22T20:28:04.000Z,2018-01-22T20:57:56.000Z,2018-01-23T16:52:58.000Z,2018-02-02T17:17:47.000Z,2018-02-19T00:00:00.000Z,1,c83bfa25f218562a2db2cb8abce10e1e,522620dcb18a6b31cd7bdf73665113a9,2018-01-26T20:57:56.000Z,15.3,16.79,520adcb308fd7bce64069bcacbeb2f55,22775,rio de janeiro,RJ,-1.4899999999999984,-9.738562091503256
7569ea856f1959d0371e70135efb6df7,b03db53a37db1313505cb24d4fe05052,delivered,2017-10-16T17:27:35.000Z,2017-10-17T04:09:30.000Z,2017-10-18T20:12:35.000Z,2017-10-27T19:57:57.000Z,2017-11-03T00:00:00.000Z,1,9111d9c5a15a527389c6ba216623b7b4,e9d99831abad74458942f21e16f33f92,2017-10-23T04:09:30.000Z,9.99,15.1,316d6ccdf24ac783b5e4ccdff8506af9,27265,volta redonda,RJ,-5.109999999999999,-51.15115115115114
c433fb0b6aa40b097d05ae509137df95,894f6cd6c690b0d8d94011c8461f25f4,delivered,2018-01-15T09:30:55.000Z,2018-01-15T09:49:56.000Z,2018-01-16T19:29:05.000Z,2018-01-27T14:55:48.000Z,2018-02-14T00:00:00.000Z,1,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,2018-01-19T09:49:56.000Z,13.65,15.1,68519bc41532d0f1a6613d278f86a5bd,88370,navegantes,SC,-1.4499999999999993,-10.622710622710617
7a3c49c71b36b26e7901cac9209707a1,58acbb7315ddfcd40497860d21ab1662,delivered,2018-02-19T19:57:48.000Z,2018-02-19T21:07:14.000Z,2018-02-26T16:43:24.000Z,2018-03-08T14:37:27.000Z,2018-03-12T00:00:00.000Z,1,e645be7da1ed1a603dee4e2bd5608454,8b321bb669392f5163d04c59e235e066,2018-02-25T21:07:14.000Z,14.7,15.1,42b160d9091c9002e82514d613cc80c4,29905,linhares,ES,-0.40000000000000036,-2.7210884353741522
a59b9fb91b4ebe9aba37c55232abc8ca,8cbaf68384ba4227bbfb3ccb24c7c1a2,delivered,2017-11-24T20:58:59.000Z,2017-11-24T23:56:26.000Z,2017-11-28T21:46:49.000Z,2017-12-07T22:44:23.000Z,2017-12-22T00:00:00.000Z,1,d245838e3d0b2b51d751ccdc98885a8e,cc419e0650a3c5ba77189a1882b7556a,2017-12-03T23:56:26.000Z,6.0,16.79,cd4dc8a1f78011e0a2e730314f9c97be,44023,feira de santana,BA,-10.79,-179.83333333333331
2e0d77f644907523f5bc77ae90791cc2,6ad7cdd50237385fec54699a2834eda3,delivered,2018-03-16T17:28:29.000Z,2018-03-16T17:49:48.000Z,2018-03-21T22:46:52.000Z,2018-04-01T16:32:37.000Z,2018-04-10T00:00:00.000Z,3,554e48b94bf084525ae0fb37b9ed7f84,ede0c03645598cdfc63ca8237acbe73d,2018-03-22T17:49:48.000Z,11.5,22.06,fc770c52dafcf252a79d2dea5bdc2e97,41830,salvador,BA,-10.559999999999999,-91.82608695652172
2e0d77f644907523f5bc77ae90791cc2,6ad7cdd50237385fec54699a2834eda3,delivered,2018-03-16T17:28:29.000Z,2018-03-16T17:49:48.000Z,2018-03-21T22:46:52.000Z,2018-04-01T16:32:37.000Z,2018-04-10T00:00:00.000Z,2,554e48b94bf084525ae0fb37b9ed7f84,ede0c03645598cdfc63ca8237acbe73d,2018-03-22T17:49:48.000Z,11.5,22.06,fc770c52dafcf252a79d2dea5bdc2e97,41830,salvador,BA,-10.559999999999999,-91.82608695652172
2e0d77f644907523f5bc77ae90791cc2,6ad7cdd50237385fec54699a2834eda3,delivered,2018-03-16T17:28:29.000Z,2018-03-16T17:49:48.000Z,2018-03-21T22:46:52.000Z,2018-04-01T16:32:37.000Z,2018-04-10T00:00:00.000Z,1,554e48b94bf084525ae0fb37b9ed7f84,ede0c03645598cdfc63ca8237acbe73d,2018-03-22T17:49:48.000Z,11.5,22.06,fc770c52dafcf252a79d2dea5bdc2e97,41830,salvador,BA,-10.559999999999999,-91.82608695652172
661fec13005e862027ee8bc7a76da0c2,20abfea01c11807c1338e40792ca2db0,delivered,2018-01-10T23:47:38.000Z,2018-01-11T23:47:10.000Z,2018-01-13T00:28:14.000Z,2018-01-22T21:47:54.000Z,2018-02-15T00:00:00.000Z,1,b0075cdedc8e455d734e6b1875336ca1,0ea22c1cfbdc755f86b9b54b39c16043,2018-01-17T23:47:10.000Z,29.9,31.68,8dab20f4be782343a1ebc4e2c1eb85f1,6026,osasco,SP,-1.7800000000000011,-5.953177257525088
07d974be948a5520179bb45d799fa0d1,3d320afe6c5a89ea025c81254ecfdfae,delivered,2018-02-25T10:41:14.000Z,2018-02-27T04:30:55.000Z,2018-02-27T17:33:00.000Z,2018-03-13T22:59:42.000Z,2018-03-23T00:00:00.000Z,1,35ebf08a93899d44e756809e11b14754,128639473a139ac0f3e5f5ade55873a5,2018-03-05T03:32:26.000Z,18.9,34.15,818c5267380dd59eaf5d3caba3623493,41600,salvador,BA,-15.25,-80.6878306878307
88f5da0fac8ddf55d2cbbbc2dee4dc7b,02a7c0948e8f36cc17e787f73395de4d,delivered,2017-12-14T22:04:16.000Z,2017-12-16T02:51:12.000Z,2017-12-18T22:53:20.000Z,2018-01-03T01:27:11.000Z,2018-01-17T00:00:00.000Z,1,b60856ce32d90658dbf99b9485327c25,8b321bb669392f5163d04c59e235e066,2017-12-21T02:51:12.000Z,9.0,16.79,2c31eb62ef5869e069b6702ae943e77c,46100,brumado,BA,-7.789999999999999,-86.55555555555554
b29b05b6f122cb50187f3e22ef06858a,57caf8a4f24c13ac1f4ec44f39a18a44,delivered,2017-08-17T17:50:47.000Z,2017-08-19T02:24:59.000Z,2017-08-21T20:24:55.000Z,2017-08-23T15:28:05.000Z,2017-09-11T00:00:00.000Z,1,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,2017-08-24T02:24:59.000Z,9.0,15.1,cbf4a1abc9d7c3cb59a7db6310ed9fc2,4735,sao paulo,SP,-6.1,-67.77777777777777
1fb3df5efb074be6ef543b2ac76833e2,a73a38a5eeac4ab94ef2bcbd90f92e43,delivered,2017-01-27T19:55:05.000Z,2017-01-28T10:31:22.000Z,2017-02-01T10:04:37.000Z,2017-02-08T14:05:11.000Z,2017-03-07T00:00:00.000Z,1,4f8303640418a925cc83a18d2caf0dbe,f9f68daa2af419d38f745478bcb3da1a,2017-02-02T19:55:05.000Z,11.2,18.0,0af9e2cf24bbd44ec390c828b1eb7356,15960,ariranha,SP,-6.800000000000001,-60.71428571428572
a8d88c921fe5bd3dbea7b1bbbb4c02ee,89b73cd1e5fd5c1329b4e11be8dd1289,delivered,2017-09-22T13:48:05.000Z,2017-09-22T14:41:55.000Z,2017-09-27T16:52:59.000Z,2017-10-09T21:43:45.000Z,2017-10-18T00:00:00.000Z,1,642a40d4d73b4b2604968937de13634a,d2374cbcbb3ca4ab1086534108cc3ab7,2017-09-28T14:41:55.000Z,12.9,15.1,9acc160358717506ec5bcce4704579e4,35162,ipatinga,MG,-2.1999999999999993,-17.054263565891468
0b6eceb6d7f78319c58e4e91d10004d2,1f04c2d89c92de520d7c6d5708b5b676,delivered,2017-12-30T01:32:46.000Z,2017-12-30T01:41:24.000Z,2018-01-04T23:04:11.000Z,2018-01-23T16:18:58.000Z,2018-02-07T00:00:00.000Z,1,0fe46ce0313d625bd5c3b7e0bb918d55,70a12e78e608ac31179aea7f8422044b,2018-01-08T01:41:24.000Z,19.0,25.63,87c2eb529dbad6e0fef1b43f4cf94b35,62500,itapipoca,CE,-6.629999999999999,-34.89473684210525
a292a83e844f94fd579a662199ee9319,3438253f6ad093b9a0051a04700d125f,delivered,2017-07-25T20:13:09.000Z,2017-07-25T20:25:16.000Z,2017-07-26T21:57:40.000Z,2017-07-31T18:29:56.000Z,2017-08-16T00:00:00.000Z,1,d357105bd504c78d8470ffd247747eab,b88e7c57cb2d8b973b7dd4a2bfa14b36,2017-07-31T20:25:16.000Z,15.0,15.1,77ed6756100f9e16700cc6bf7207abd6,11250,bertioga,SP,-0.09999999999999964,-0.6666666666666643
3407820ee0edaaeaae79637f15c49935,8db860eafc864afe81ba4e0d3b17b870,delivered,2017-08-06T12:40:37.000Z,2017-08-07T21:23:31.000Z,2017-08-10T16:54:03.000Z,2017-08-21T22:22:08.000Z,2017-09-11T00:00:00.000Z,1,b0835e7780b8ccb0ee25440576992a23,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-08-13T21:23:31.000Z,15.99,17.63,522654fdf1339e505c72c9e5eabac295,60743,fortaleza,CE,-1.6399999999999988,-10.256410256410248
cb7c2f382492f4ed45a0267ca1da9e35,3253dbc37317420bcb7b0f5aa1c571c1,delivered,2018-01-05T14:14:35.000Z,2018-01-06T02:27:51.000Z,2018-01-09T22:06:41.000Z,2018-01-16T21:19:48.000Z,2018-01-30T00:00:00.000Z,1,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,2018-01-11T02:08:46.000Z,10.9,11.85,bf7d1f6bdf2778df2aa845c3451d6ddc,18720,paranapanema,SP,-0.9499999999999993,-8.715596330275224
0fd9ea9bd342abe74db14762466e1b48,8c2fd1f7359cea19f4ec43436b8850be,delivered,2017-09-09T22:15:52.000Z,2017-09-09T22:30:20.000Z,2017-09-11T18:17:36.000Z,2017-09-22T22:26:41.000Z,2017-10-03T00:00:00.000Z,1,c664c542e1b5e86f3d912200595894c9,b2f4d63c7203f539a78252565ca32257,2017-09-13T22:30:20.000Z,14.9,20.84,75991565ad3030e821e9f5da33af7d17,31365,belo horizonte,MG,-5.9399999999999995,-39.86577181208053
1ac37d50d7aa51410432a743a9c52ca9,e14b9bc8bd743ef2c1075fa8c73e52a6,delivered,2018-06-15T15:26:23.000Z,2018-06-15T15:59:52.000Z,2018-06-18T12:47:00.000Z,2018-06-28T21:32:07.000Z,2018-07-25T00:00:00.000Z,1,9361d7d8750b24496371f42a056065b5,7d294cf9a6a69dc6a0c3e540fff0e039,2018-06-21T15:59:52.000Z,51.45,64.81,1f1089f7fffedd740c72bed29ff77faa,29070,vitoria,ES,-13.36,-25.966958211856166
e98e177d7d60c154a7da57096c1680f4,fe9a6d1cc6a07629474a4ecb1ed9077a,delivered,2017-12-11T23:18:51.000Z,2017-12-12T00:05:04.000Z,2017-12-22T08:39:00.000Z,2017-12-26T18:25:55.000Z,2018-01-04T00:00:00.000Z,2,bed9b7934576c9ba61b6ba6f3babc698,7aa4334be125fcdd2ba64b3180029f14,2017-12-18T00:05:04.000Z,26.26,31.67,1cdde99739da4d143d41c2a6ac81c82d,13210,jundiai,SP,-5.41,-20.6016755521706
048728006344013aa9fb44395800d50f,c2cf7a378143a3cc8bcd7c1cacbc3f8c,delivered,2017-09-21T21:58:08.000Z,2017-09-22T04:16:30.000Z,2017-09-22T16:44:05.000Z,2017-10-16T20:39:31.000Z,2017-10-27T00:00:00.000Z,1,522f7a0f8944ac27a74436210e112821,6a8b085f816a1f75f92dbac6eb545f8f,2017-09-28T04:16:30.000Z,13.0,25.63,86466e264fde8cca4fd07bec8d83fe96,66033,belem,PA,-12.629999999999999,-97.15384615384615
f7591e0a88e56f0ae8d5e7329ec1fa71,d69c7c969d600368c5f533b188e402eb,delivered,2018-05-03T23:07:39.000Z,2018-05-05T03:10:29.000Z,2018-05-07T14:37:00.000Z,2018-05-28T17:43:03.000Z,2018-05-29T00:00:00.000Z,1,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,2018-05-10T03:10:29.000Z,13.65,17.06,4a2652396de2b9a9c76da38f23552057,40375,salvador,BA,-3.4099999999999984,-24.981684981684968
eeb655491e6773be3db09c8e33eaed19,fbb362a74494da7dcf08aed5f2a471e2,delivered,2018-08-06T15:59:07.000Z,2018-08-06T16:10:20.000Z,2018-08-07T13:10:00.000Z,2018-08-11T14:16:53.000Z,2018-08-14T00:00:00.000Z,2,9c3225fb1d3bb4943cf7be6afa4b4246,0dd184061fb0eaa7ca37932c68ab91c5,2018-08-08T16:10:20.000Z,55.0,55.62,d8e3b2d3cd78fa695a7f5cc01bf1fea5,81630,curitiba,PR,-0.6199999999999974,-1.1272727272727225
eeb655491e6773be3db09c8e33eaed19,fbb362a74494da7dcf08aed5f2a471e2,delivered,2018-08-06T15:59:07.000Z,2018-08-06T16:10:20.000Z,2018-08-07T13:10:00.000Z,2018-08-11T14:16:53.000Z,2018-08-14T00:00:00.000Z,1,9c3225fb1d3bb4943cf7be6afa4b4246,0dd184061fb0eaa7ca37932c68ab91c5,2018-08-08T16:10:20.000Z,55.0,55.62,d8e3b2d3cd78fa695a7f5cc01bf1fea5,81630,curitiba,PR,-0.6199999999999974,-1.1272727272727225
ba3f81b4928e851009ff39ebeddd520e,be6bc4cdcfc38b102553d294d1ba4725,delivered,2018-06-25T12:35:38.000Z,2018-06-25T12:54:22.000Z,2018-06-25T17:49:00.000Z,2018-06-26T13:35:23.000Z,2018-07-16T00:00:00.000Z,2,acc8648b140586ffaa6cce2905ff6872,99a54764c341d5dc80b4a8fac4eba3fb,2018-06-29T12:54:22.000Z,10.6,11.86,1b5908d160c0942cc1b26bc725536d42,9920,diadema,SP,-1.2599999999999998,-11.886792452830187
05f31c9645c6cd60123b1d035e274ee2,c4e3b2e6f29f2e5ba28bd079aee75750,delivered,2017-12-27T14:20:01.000Z,2017-12-27T14:30:02.000Z,2017-12-28T17:44:55.000Z,2018-01-09T16:56:05.000Z,2018-01-26T00:00:00.000Z,1,1e5b160bf180293380b0d3e68bcc7ead,113e3a788b935f48aad63e1c41dac1bd,2018-01-05T14:29:32.000Z,6.19,11.85,4220ae19dee604e8c1dddccd4e535502,18830,tejupa,SP,-5.659999999999999,-91.43780290791598
cfd454834198153cde18325c94106b81,ae5956d043fe24a8f03be1b0a327621f,delivered,2018-06-14T22:09:26.000Z,2018-06-15T09:37:53.000Z,2018-06-15T14:07:00.000Z,2018-07-05T22:48:23.000Z,2018-07-13T00:00:00.000Z,1,627c9ddcab5043db4f8816ce2da1d31c,8b321bb669392f5163d04c59e235e066,2018-06-19T09:31:50.000Z,18.9,22.06,12b4a9bacfe42fe4e577138bc6df6c57,45992,teixeira de freitas,BA,-3.16,-16.71957671957672
4eee666d81e4820818ac51c38b46da8d,ee23103ab94d84788e8fb686103c0954,delivered,2018-02-04T19:23:01.000Z,2018-02-04T19:35:30.000Z,2018-02-06T01:03:42.000Z,2018-02-16T15:45:22.000Z,2018-03-07T00:00:00.000Z,1,a23331d31bc426296b09f6a373f6aab5,897060da8b9a21f655304d50fd935913,2018-02-12T19:35:30.000Z,5.2,15.1,98468b83f97479f4e474be5a4ad3b5b8,32241,contagem,MG,-9.899999999999999,-190.38461538461536
27d1dd1d45d890c2f1dde06e43ab06a3,6513d58f817f52bde8e49d1186c1f1f9,delivered,2018-06-23T20:08:10.000Z,2018-06-23T20:36:07.000Z,2018-06-25T07:00:00.000Z,2018-07-06T13:13:04.000Z,2018-07-18T00:00:00.000Z,1,4320c4939b8e02c48b7fcbbd2674fb86,8bb48dc19fccaa8613b6229bf7f452a2,2018-06-26T20:31:19.000Z,17.99,18.23,2c2f2d80001f2f3c4daae5f1a378f56c,29070,vitoria,ES,-0.240000000000002,-1.3340744858254698
8a35aff2d4f16bb6efa2b091d6f54719,371e27e3d55b474e52bbb9cb27bee200,delivered,2018-07-20T15:02:03.000Z,2018-07-20T15:15:20.000Z,2018-07-23T10:14:00.000Z,2018-07-26T15:08:55.000Z,2018-08-21T00:00:00.000Z,1,0a9a9c25c5a06532d1766e00db833a7f,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-25T15:15:20.000Z,14.99,18.23,fdd867c6eeeb99e91852bab40a68f6a4,20551,rio de janeiro,RJ,-3.24,-21.61440960640427
